Ticker,Buy Date,Buy Price,Sell Date,Sell Price,Percentage Profit
SBUX,2020-04-14,65.6939,2020-06-08,74.9342,14.0657
SBUX,2020-07-27,68.5672,2020-08-31,76.1624,11.077
SBUX,2020-10-06,78.4526,2020-11-10,85.0823,8.4506
BEN,2020-02-11,19.2612,2020-02-26,17.6153,-8.5453
BEN,2020-05-01,14.0211,2020-06-04,16.7895,19.7449
BEN,2020-07-28,16.1982,2020-08-12,17.3406,7.0526
BEN,2020-10-09,18.0354,2020-10-28,14.8818,-17.4856
BEN,2020-11-27,17.7799,2020-12-16,19.7599,11.136
ZTS,2020-04-14,122.1059,2020-06-03,136.3786,11.6888
ZTS,2020-07-15,136.7517,2020-08-06,154.5835,13.0395
ZTS,2020-09-21,154.2386,2020-10-28,152.2442,-1.293
ZTS,2020-12-30,157.5975,2020-12-31,158.7776,0.7488
EG,2020-04-21,159.6805,2020-05-04,144.7616,-9.343
EG,2020-05-26,182.1423,2020-06-08,207.0019,13.6484
EG,2020-07-22,200.4981,2020-08-26,194.3705,-3.0562
EG,2020-10-22,186.7904,2020-11-10,216.7072,16.0162
WST,2020-04-07,155.9887,2020-04-24,193.0612,23.7662
WST,2020-06-22,215.039,2020-07-16,237.3131,10.3581
WST,2020-09-21,273.4946,2020-11-02,268.1202,-1.9651
WST,2020-11-17,283.4872,2020-12-02,272.2185,-3.975
WST,2020-12-29,275.1345,2020-12-31,280.0472,1.7856
FTNT,2020-04-03,20.288,2020-04-20,22.47,10.7551
FTNT,2020-07-09,29.92,2020-07-21,26.732,-10.6551
FTNT,2020-08-06,27.902,2020-08-18,25.984,-6.8741
FTNT,2020-10-13,26.122,2020-10-27,24.846,-4.8848
FTNT,2020-12-02,24.576,2020-12-18,29.17,18.693
ZBH,2020-01-31,137.4471,2020-02-28,126.5276,-7.9445
ZBH,2020-04-16,101.8462,2020-04-30,111.5166,9.4951
ZBH,2020-07-21,123.727,2020-09-17,133.3055,7.7416
ZBH,2020-10-12,139.4887,2020-10-27,129.622,-7.0734
ZBH,2020-11-16,140.4893,2020-12-14,133.3536,-5.0792
ZBH,2020-12-28,139.4701,2020-12-31,144.3412,3.4926
NOC,2020-01-06,343.101,2020-02-11,335.9894,-2.0728
NOC,2020-04-09,308.4538,2020-05-11,300.0428,-2.7268
NOC,2020-06-02,300.9402,2020-06-22,290.3586,-3.5162
NOC,2020-07-29,290.0827,2020-08-28,318.541,9.8104
NOC,2020-11-17,288.8628,2020-12-10,277.0288,-4.0967
TMO,2020-02-18,332.7171,2020-03-02,300.754,-9.6067
TMO,2020-04-14,322.118,2020-07-01,355.3152,10.3059
SYK,2020-04-14,165.9147,2020-05-12,178.0043,7.2866
SYK,2020-07-22,184.9543,2020-08-18,179.7247,-2.8275
SYK,2020-09-03,188.058,2020-10-08,208.5205,10.881
SYK,2020-11-16,224.4053,2020-12-31,233.8302,4.1999
CTSH,2020-01-24,57.5027,2020-02-07,64.1079,11.4867
CTSH,2020-04-17,49.7281,2020-04-30,53.6188,7.8238
CTSH,2020-06-09,53.0715,2020-06-22,49.972,-5.8402
CTSH,2020-09-15,65.2943,2020-11-16,72.4355,10.9368
LLY,2020-04-07,133.1651,2020-04-20,148.0978,11.2137
LLY,2020-06-23,150.2567,2020-07-31,141.7226,-5.6797
LLY,2020-09-21,143.2568,2020-10-02,137.5997,-3.9489
LLY,2020-10-16,138.462,2020-10-28,124.4282,-10.1355
LLY,2020-11-18,133.5063,2020-12-10,153.346,14.8605
HOLX,2020-01-10,53.17,2020-02-14,53.02,-0.2821
HOLX,2020-04-16,41.46,2020-04-28,48.69,17.4385
HOLX,2020-06-22,55.21,2020-07-20,61.43,11.2661
HOLX,2020-09-28,65.77,2020-11-05,76.67,16.5729
HOLX,2020-12-09,71.83,2020-12-31,72.83,1.3922
TSLA,2020-04-16,49.6807,2020-05-04,50.746,2.1444
TSLA,2020-10-09,144.6667,2020-10-29,136.9433,-5.3387
TSLA,2020-11-19,166.4233,2020-12-01,194.92,17.123
TDG,2020-04-29,329.716,2020-05-12,292.7009,-11.2264
TDG,2020-08-04,398.6119,2020-08-17,435.2361,9.1879
TDG,2020-11-05,461.2808,2020-11-17,513.4057,11.3
IR,2020-02-07,36.9203,2020-02-28,32.6399,-11.5934
IR,2020-04-14,26.2294,2020-04-29,30.1813,15.0664
IR,2020-07-22,31.754,2020-08-12,35.4471,11.6301
IR,2020-10-06,36.2832,2020-11-09,42.5842,17.3662
DVN,2020-04-16,6.0211,2020-04-28,8.1646,35.5995
DVN,2020-08-06,8.8397,2020-08-21,8.0072,-9.4173
DVN,2020-10-12,7.6574,2020-10-23,7.2691,-5.071
DVN,2020-11-11,9.0553,2020-11-24,11.8821,31.2178
MSI,2020-01-08,154.3164,2020-02-11,171.5908,11.1942
MSI,2020-04-20,145.1158,2020-05-01,129.659,-10.6513
MSI,2020-06-08,147.8615,2020-06-19,130.3186,-11.8644
MSI,2020-07-28,128.3669,2020-08-21,142.5547,11.0526
MSI,2020-11-17,159.7813,2020-12-22,158.4518,-0.8321
CPB,2020-01-27,40.7025,2020-02-24,40.0765,-1.5378
CPB,2020-03-09,41.8959,2020-03-20,37.8065,-9.7609
CPB,2020-04-16,42.9772,2020-05-21,39.6726,-7.6893
CPB,2020-06-30,41.7327,2020-09-09,38.6068,-7.4905
CPB,2020-10-08,41.3008,2020-11-02,40.6696,-1.5283
CPB,2020-11-18,41.8297,2020-12-15,39.936,-4.5269
TPR,2020-02-13,25.2947,2020-02-25,21.364,-15.5394
TPR,2020-04-21,12.2338,2020-05-04,13.1414,7.4182
TPR,2020-06-04,14.6272,2020-06-16,13.3371,-8.82
TPR,2020-07-24,11.9847,2020-08-11,13.8176,15.2932
HPE,2020-04-16,7.867,2020-04-29,8.7027,10.6223
HPE,2020-05-22,7.7404,2020-06-04,8.8462,14.2857
HPE,2020-07-27,8.3161,2020-08-21,7.9579,-4.3077
HPE,2020-10-08,8.6288,2020-10-20,8.0673,-6.5065
HPE,2020-11-16,9.1816,2020-12-07,10.434,13.6406
RSG,2020-04-21,71.1383,2020-05-29,79.3977,11.6103
RSG,2020-07-20,79.3667,2020-09-03,87.2754,9.9647
RSG,2020-11-11,96.2076,2020-11-27,91.0207,-5.3915
VTR,2020-04-20,23.6863,2020-05-01,25.0752,5.8639
VTR,2020-05-22,27.8696,2020-06-03,33.5493,20.3797
VTR,2020-07-30,32.2499,2020-08-11,34.7526,7.7602
VTR,2020-10-08,38.11,2020-10-20,35.2507,-7.5028
VTR,2020-11-12,40.3941,2020-12-31,41.871,3.6563
SWK,2020-02-19,137.8196,2020-03-03,114.9972,-16.5596
SWK,2020-04-15,91.7496,2020-04-30,94.326,2.8081
SWK,2020-05-20,108.8172,2020-06-05,126.211,15.9844
SWK,2020-09-23,135.4596,2020-10-09,152.6946,12.7233
SWK,2020-11-12,153.6108,2020-12-14,147.8351,-3.76
BRO,2020-04-21,34.2353,2020-05-04,34.3028,0.1972
BRO,2020-07-17,42.2399,2020-09-14,43.7424,3.5572
BRO,2020-10-09,45.7276,2020-10-29,42.0864,-7.9627
BRO,2020-11-17,45.9883,2020-12-04,43.4847,-5.4442
BRO,2020-12-29,44.6686,2020-12-31,46.0077,2.998
ACN,2020-04-15,156.5337,2020-04-30,171.0739,9.2889
ACN,2020-10-22,212.3504,2020-12-02,232.381,9.4328
GPC,2020-04-20,63.1743,2020-05-19,65.954,4.4001
GPC,2020-07-23,77.0479,2020-09-03,85.0233,10.3512
GPC,2020-10-14,88.6142,2020-10-27,82.4157,-6.9949
GPC,2020-11-19,86.0417,2020-12-16,85.4206,-0.7219
GPC,2020-12-29,87.4477,2020-12-31,88.8994,1.6601
TPL,2020-02-14,232.8552,2020-02-25,219.2269,-5.8527
TPL,2020-04-15,159.6272,2020-05-01,157.532,-1.3125
TPL,2020-08-12,182.8698,2020-08-25,168.9627,-7.6049
TPL,2020-10-19,146.2934,2020-11-10,172.3349,17.8008
GE,2020-01-06,58.9889,2020-01-23,57.191,-3.0478
GE,2020-05-29,31.9557,2020-06-09,39.0083,22.07
GE,2020-07-24,33.4162,2020-08-04,29.909,-10.4956
GE,2020-09-28,30.2512,2020-10-12,33.3251,10.1613
PSX,2020-04-14,49.0412,2020-04-29,59.0229,20.3537
PSX,2020-11-13,48.4708,2020-11-24,56.7308,17.0412
SWKS,2020-04-09,79.8128,2020-04-29,94.2492,18.0879
SWKS,2020-10-05,135.5302,2020-10-29,129.7557,-4.2607
SWKS,2020-12-08,139.754,2020-12-22,134.0486,-4.0824
PTC,2020-01-07,75.92,2020-01-24,86.05,13.343
PTC,2020-04-14,64.5,2020-05-11,72.22,11.969
PTC,2020-07-14,78.41,2020-08-04,86.6,10.4451
PTC,2020-10-19,86.44,2020-11-12,94.68,9.5326
HLT,2020-02-11,111.4944,2020-02-25,97.6144,-12.4491
HLT,2020-04-21,70.5448,2020-05-13,64.1182,-9.11
HLT,2020-05-27,82.2117,2020-06-12,76.576,-6.8551
HLT,2020-07-22,78.7215,2020-08-04,77.4362,-1.6328
HLT,2020-10-14,87.3036,2020-11-09,103.0143,17.9955
HLT,2020-12-31,110.0045,2020-12-31,110.0045,0.0
MA,2020-04-16,239.5883,2020-04-30,266.9784,11.4321
MA,2020-07-22,304.6686,2020-08-26,341.2733,12.0146
MA,2020-10-12,342.6636,2020-10-23,320.8309,-6.3715
MA,2020-11-18,326.9923,2020-12-21,325.4641,-0.4673
AIG,2020-01-13,45.5236,2020-01-30,44.3816,-2.5085
AIG,2020-02-11,47.1241,2020-02-24,39.5368,-16.1006
AIG,2020-04-22,19.5011,2020-05-06,20.4209,4.717
AIG,2020-07-24,27.7099,2020-08-05,26.7099,-3.609
AIG,2020-10-12,27.2592,2020-11-10,34.2127,25.5089
XEL,2020-04-16,55.454,2020-05-07,50.9582,-8.1073
XEL,2020-06-03,56.7883,2020-06-26,53.3076,-6.1293
XEL,2020-07-20,56.4217,2020-08-31,59.4331,5.3374
XEL,2020-09-17,58.9199,2020-11-25,58.6358,-0.4822
TSN,2020-04-16,52.2016,2020-05-05,48.8661,-6.3896
TSN,2020-05-29,53.0373,2020-06-09,57.6384,8.6751
TSN,2020-07-28,52.433,2020-09-09,53.2144,1.4901
TSN,2020-11-16,56.2557,2020-12-29,55.5585,-1.2392
SNPS,2020-04-09,136.58,2020-04-21,144.84,6.0477
SNPS,2020-08-21,213.1,2020-09-09,205.33,-3.6462
SNPS,2020-10-07,219.53,2020-11-09,233.79,6.4957
SNPS,2020-12-07,239.17,2020-12-31,259.24,8.3915
IVZ,2020-02-13,14.2475,2020-02-25,12.5467,-11.9378
IVZ,2020-04-23,5.7275,2020-05-05,6.218,8.5635
IVZ,2020-06-03,7.3878,2020-06-16,8.9945,21.7486
IVZ,2020-08-17,8.652,2020-09-24,8.8403,2.176
PANW,2020-01-06,40.0433,2020-02-26,31.5967,-21.0938
PANW,2020-04-07,28.8017,2020-04-20,32.3817,12.4298
PANW,2020-07-10,41.4933,2020-09-08,38.9883,-6.0371
PANW,2020-10-09,42.0867,2020-10-21,39.3083,-6.6015
PANW,2020-11-16,46.4167,2020-12-09,50.3583,8.4919
LHX,2020-04-09,171.5087,2020-05-11,161.2698,-5.9699
LHX,2020-06-02,175.6553,2020-06-22,166.2934,-5.3297
LHX,2020-07-31,151.9662,2020-09-18,167.991,10.545
LHX,2020-11-11,170.2586,2020-12-17,169.1769,-0.6353
EBAY,2020-02-07,32.9215,2020-03-10,32.9263,0.0147
EBAY,2020-04-16,34.0044,2020-05-07,37.7959,11.1499
EBAY,2020-08-25,53.2274,2020-09-08,47.3887,-10.9692
EBAY,2020-10-12,50.9293,2020-10-23,49.4671,-2.871
EBAY,2020-12-03,46.393,2020-12-31,46.3561,-0.0795
ELV,2020-02-24,258.5732,2020-03-13,252.839,-2.2176
ELV,2020-04-17,250.4821,2020-06-09,273.0338,9.0033
ELV,2020-07-27,247.6828,2020-09-08,250.704,1.2198
ELV,2020-10-08,276.1548,2020-10-30,256.8619,-6.9862
VMC,2020-02-06,140.1494,2020-02-19,129.0637,-7.91
VMC,2020-04-14,107.4874,2020-04-27,103.483,-3.7255
VMC,2020-06-02,106.046,2020-06-17,114.1009,7.5956
VMC,2020-09-18,126.3217,2020-10-08,147.1846,16.5157
VMC,2020-12-02,135.7416,2020-12-21,139.3077,2.6271
NI,2020-04-17,21.8473,2020-05-04,20.3668,-6.7766
NI,2020-06-08,21.3768,2020-06-19,19.1732,-10.3085
NI,2020-07-17,20.3168,2020-08-24,19.3877,-4.5727
NI,2020-10-09,18.9331,2020-11-11,20.9327,10.5614
MHK,2020-01-24,141.86,2020-02-04,133.12,-6.161
MHK,2020-04-22,75.06,2020-05-05,82.43,9.8188
MHK,2020-05-27,99.43,2020-06-09,112.72,13.3662
MHK,2020-07-07,95.98,2020-07-20,78.78,-17.9204
MHK,2020-08-13,89.01,2020-09-15,98.79,10.9875
MHK,2020-11-04,118.09,2020-11-18,128.25,8.6036
CBRE,2020-04-17,44.5,2020-04-28,41.9,-5.8427
CBRE,2020-05-11,40.82,2020-05-28,44.12,8.0843
CBRE,2020-08-14,46.02,2020-09-30,46.97,2.0643
CBRE,2020-11-04,51.99,2020-11-17,60.49,16.3493
BKR,2020-04-17,11.1945,2020-04-30,11.9849,7.0606
BKR,2020-07-24,14.2301,2020-08-27,12.9434,-9.0421
BKR,2020-10-28,12.0383,2020-11-10,15.6443,29.9542
PSA,2020-04-15,156.4353,2020-04-30,148.5454,-5.0435
PSA,2020-06-01,164.0208,2020-06-22,153.978,-6.1228
PSA,2020-08-05,159.4001,2020-09-10,176.5321,10.7478
PSA,2020-12-24,188.6079,2020-12-31,190.3221,0.9089
PNW,2020-04-20,60.1837,2020-05-07,56.9602,-5.356
PNW,2020-06-02,62.0403,2020-06-22,58.1667,-6.2436
PNW,2020-07-15,63.4056,2020-08-19,60.9184,-3.9226
PNW,2020-10-05,63.8193,2020-11-10,73.576,15.2879
INVH,2020-01-09,25.5828,2020-03-02,25.7208,0.5395
INVH,2020-04-20,19.1635,2020-05-08,21.4814,12.0953
INVH,2020-07-29,25.4407,2020-09-01,25.0631,-1.4841
INVH,2020-10-08,26.0214,2020-10-20,24.3488,-6.4279
INVH,2020-11-16,25.5001,2020-12-24,25.4913,-0.0344
MTCH,2020-04-07,68.9445,2020-04-20,78.6211,14.0353
MTCH,2020-08-05,118.585,2020-08-18,113.1818,-4.5564
MTCH,2020-10-07,112.4843,2020-11-05,132.594,17.8777
GILD,2020-02-07,55.3645,2020-03-05,61.2008,10.5416
GILD,2020-06-18,60.6097,2020-07-30,59.2099,-2.3095
GILD,2020-11-24,49.8379,2020-12-21,48.9715,-1.7385
ABT,2020-04-08,77.0749,2020-04-21,85.6906,11.1784
ABT,2020-06-10,83.9686,2020-06-25,81.6544,-2.7561
ABT,2020-07-10,84.7704,2020-07-30,92.8649,9.5487
ABT,2020-10-09,100.2919,2020-12-02,99.2496,-1.0392
SLB,2020-04-20,13.6138,2020-05-01,14.0972,3.5503
SLB,2020-07-27,17.735,2020-08-24,17.6179,-0.6606
SLB,2020-11-11,16.0654,2020-11-24,20.1656,25.5223
MKC,2020-01-27,77.8325,2020-02-07,73.5062,-5.5585
MKC,2020-04-08,67.1926,2020-05-11,74.6006,11.0251
MKC,2020-06-29,81.176,2020-08-05,89.5722,10.3432
MKC,2020-10-15,90.7261,2020-10-29,83.7787,-7.6575
MKC,2020-12-08,85.1363,2020-12-31,87.4178,2.6798
CBOE,2020-01-06,110.9507,2020-03-03,108.522,-2.189
CBOE,2020-04-16,90.6804,2020-06-19,91.7521,1.1818
CBOE,2020-08-25,84.1797,2020-09-23,83.1409,-1.234
CBOE,2020-11-12,80.4432,2020-12-22,85.0608,5.7401
FDX,2020-01-15,144.0762,2020-01-28,134.3444,-6.7546
FDX,2020-02-19,145.8778,2020-03-03,120.4845,-17.4072
FDX,2020-04-09,111.264,2020-05-05,107.0606,-3.7779
FDX,2020-06-01,118.015,2020-07-02,142.1403,20.4425
FDX,2020-11-24,267.4175,2020-12-21,249.8779,-6.5589
FOX,2020-02-13,34.6049,2020-02-25,30.2793,-12.5
FOX,2020-04-17,24.3684,2020-05-05,22.1573,-9.0736
FOX,2020-05-21,25.2974,2020-06-04,27.8198,9.9706
FOX,2020-08-05,23.0863,2020-08-28,25.9385,12.3541
FOX,2020-10-08,27.7567,2020-10-20,24.5249,-11.6436
FOX,2020-11-23,26.2673,2020-12-24,26.2298,-0.1426
A,2020-04-09,75.5701,2020-04-22,72.5214,-4.0342
A,2020-07-13,86.2958,2020-08-04,94.2911,9.265
A,2020-09-22,95.3449,2020-11-05,106.8681,12.0857
ICE,2020-01-06,88.2128,2020-02-13,87.7377,-0.5385
ICE,2020-04-13,79.6323,2020-05-12,86.5223,8.6523
ICE,2020-07-23,89.8966,2020-08-25,97.953,8.9619
ICE,2020-10-12,96.8542,2020-10-27,91.7744,-5.2447
ICE,2020-11-18,93.5617,2020-12-08,103.5331,10.6575
HPQ,2020-05-21,14.4177,2020-06-02,13.2512,-8.0908
HPQ,2020-10-12,16.9596,2020-10-27,15.3774,-9.3293
HPQ,2020-11-16,17.3615,2020-12-02,19.5168,12.4138
CRL,2020-04-15,139.43,2020-05-08,159.56,14.4374
CRL,2020-07-14,187.45,2020-08-04,203.92,8.7863
CRL,2020-09-22,217.33,2020-10-12,243.27,11.9358
CRL,2020-11-06,250.66,2020-11-17,235.98,-5.8565
CRL,2020-12-10,239.77,2020-12-31,249.86,4.2082
AMT,2020-04-09,224.0921,2020-04-22,219.2898,-2.143
AMT,2020-06-01,229.111,2020-06-29,220.9212,-3.5746
AMT,2020-07-13,222.7753,2020-08-11,214.3058,-3.8018
AMT,2020-09-16,229.1819,2020-09-29,210.0271,-8.3579
AMT,2020-11-18,207.9105,2020-12-08,195.5863,-5.9276
DHR,2020-04-09,126.4386,2020-04-24,143.2184,13.2711
DHR,2020-06-04,146.446,2020-07-16,163.9879,11.9784
DHR,2020-09-23,178.2232,2020-10-12,196.245,10.1119
UPS,2020-03-31,76.9966,2020-05-06,76.5928,-0.5245
UPS,2020-05-29,83.0428,2020-06-09,89.8055,8.1436
UPS,2020-09-23,135.4029,2020-11-02,133.7266,-1.238
UPS,2020-11-25,143.7758,2020-12-31,142.0049,-1.2316
GDDY,2020-02-19,76.29,2020-03-03,67.5,-11.5218
GDDY,2020-04-13,62.31,2020-05-01,65.82,5.6331
GDDY,2020-08-10,77.66,2020-09-15,73.93,-4.803
GDDY,2020-10-14,77.01,2020-10-27,72.24,-6.194
GDDY,2020-11-25,78.05,2020-12-09,83.82,7.3927
ADM,2020-02-11,39.4709,2020-02-25,34.8734,-11.6477
ADM,2020-04-13,31.1126,2020-05-13,29.1891,-6.1824
ADM,2020-05-29,34.2518,2020-07-07,34.1734,-0.2289
ADM,2020-07-22,35.8637,2020-09-02,40.1803,12.0359
ADM,2020-11-20,43.0101,2020-12-21,43.6826,1.5635
J,2020-01-06,71.7846,2020-02-18,79.7305,11.0692
J,2020-04-17,66.7593,2020-04-28,66.2043,-0.8313
J,2020-06-02,67.8456,2020-06-15,65.485,-3.4794
J,2020-07-29,69.0836,2020-10-05,76.9287,11.3559
J,2020-11-11,78.9084,2020-12-07,87.6893,11.128
AMGN,2020-04-07,177.4765,2020-04-20,201.1253,13.325
AMGN,2020-06-25,201.2115,2020-07-21,220.7241,9.6976
AMGN,2020-09-01,216.1287,2020-09-29,213.9232,-1.0205
AMGN,2020-11-17,201.6193,2020-12-01,195.2352,-3.1664
AMGN,2020-12-18,198.1931,2020-12-31,199.4335,0.6259
TECH,2020-01-23,53.4431,2020-02-04,50.9048,-4.7495
TECH,2020-04-07,47.3727,2020-04-20,50.8423,7.324
TECH,2020-07-02,65.9434,2020-08-11,64.1403,-2.7342
TECH,2020-10-09,65.0187,2020-11-06,74.1897,14.1052
AZO,2020-03-13,1012.73,2020-03-24,808.43,-20.1732
AZO,2020-04-20,988.15,2020-05-20,1113.01,12.6357
AZO,2020-07-17,1157.3,2020-09-25,1135.02,-1.9252
AZO,2020-10-26,1152.0,2020-11-18,1131.65,-1.7665
AZO,2020-12-14,1151.13,2020-12-31,1185.4399,2.9805
XYZ,2020-01-15,70.36,2020-02-04,80.9,14.9801
XYZ,2020-04-17,61.09,2020-05-07,74.62,22.1477
XYZ,2020-09-29,164.81,2020-10-12,185.17,12.3536
XYZ,2020-11-18,185.54,2020-12-01,203.0,9.4104
GEN,2020-04-06,16.9351,2020-04-27,18.9973,12.1771
GEN,2020-06-08,19.6133,2020-06-19,18.684,-4.7379
GEN,2020-07-22,18.5853,2020-08-10,20.6503,11.1111
GEN,2020-10-22,18.6433,2020-11-10,17.4696,-6.2954
GEN,2020-12-16,18.5235,2020-12-31,18.8871,1.9627
ON,2020-04-20,13.36,2020-05-01,15.12,13.1737
ON,2020-10-07,23.35,2020-10-20,26.1,11.7773
WDAY,2020-01-09,179.48,2020-02-19,197.58,10.0847
WDAY,2020-04-17,149.3,2020-05-11,166.58,11.574
WDAY,2020-08-24,191.6,2020-09-04,215.8,12.6305
WDAY,2020-10-05,222.04,2020-10-27,214.17,-3.5444
WDAY,2020-11-18,223.61,2020-12-23,248.76,11.2473
WEC,2020-03-16,78.0745,2020-03-27,75.0335,-3.8951
WEC,2020-04-17,84.5274,2020-04-28,79.8015,-5.591
WEC,2020-06-04,78.5669,2020-06-23,73.9159,-5.9199
WEC,2020-07-23,79.6024,2020-08-24,78.8276,-0.9733
PNC,2020-02-19,124.9689,2020-03-03,102.2651,-18.1676
PNC,2020-04-20,84.5482,2020-05-14,80.665,-4.5929
PNC,2020-07-28,87.3936,2020-09-24,86.2432,-1.3164
PNC,2020-10-09,96.2722,2020-11-10,106.7774,10.9119
TTD,2020-04-17,22.852,2020-04-28,25.794,12.8742
TTD,2020-10-01,55.517,2020-10-13,65.072,17.2109
KO,2020-04-17,40.9256,2020-05-04,38.439,-6.0757
KO,2020-06-02,39.9378,2020-06-25,38.6078,-3.3301
KO,2020-07-22,41.6582,2020-10-02,42.7578,2.6394
KO,2020-10-14,43.4161,2020-11-02,42.1167,-2.9928
AFL,2020-02-13,45.9239,2020-02-25,41.9796,-8.5889
AFL,2020-04-14,33.2492,2020-05-05,31.6123,-4.9233
AFL,2020-06-02,33.0402,2020-06-25,31.7892,-3.7862
AFL,2020-07-24,32.6232,2020-09-22,32.5113,-0.3429
AFL,2020-10-09,34.0578,2020-10-28,30.5268,-10.3675
AFL,2020-11-12,36.0333,2020-11-24,41.5047,15.1842
LII,2020-02-24,231.0741,2020-03-12,194.6398,-15.7673
LII,2020-04-23,166.6303,2020-05-20,180.0891,8.0771
LII,2020-10-09,267.7287,2020-12-07,261.656,-2.2682
BIIB,2020-02-10,338.93,2020-02-28,308.39,-9.0107
BIIB,2020-04-08,316.95,2020-04-23,292.25,-7.793
BIIB,2020-05-19,310.08,2020-06-10,295.25,-4.7826
BIIB,2020-07-20,283.4,2020-08-28,281.46,-0.6845
BIIB,2020-10-06,281.15,2020-10-23,265.0,-5.7443
BIIB,2020-11-17,248.81,2020-12-31,244.86,-1.5876
BAX,2020-04-09,77.9868,2020-05-14,78.0137,0.0345
BAX,2020-06-08,79.8995,2020-06-19,76.0386,-4.8322
BAX,2020-07-16,77.2265,2020-08-05,72.4117,-6.2347
BAX,2020-09-03,75.3345,2020-09-16,73.719,-2.1445
BAX,2020-10-23,73.1865,2020-11-04,68.2948,-6.6839
BAX,2020-11-18,72.5818,2020-12-01,68.1504,-6.1054
BAX,2020-12-17,73.3769,2020-12-31,72.6525,-0.9872
GOOG,2020-04-16,62.8002,2020-05-12,68.3805,8.8859
GOOG,2020-07-07,73.8202,2020-08-11,73.5786,-0.3272
GOOG,2020-10-16,78.1858,2020-11-05,87.6475,12.1016
EFX,2020-04-22,127.4539,2020-05-06,140.7005,10.3932
EFX,2020-09-03,163.2563,2020-09-16,153.8486,-5.7625
EFX,2020-10-15,157.0006,2020-10-27,142.9133,-8.9728
EFX,2020-11-17,166.2536,2020-12-15,187.5932,12.8356
CCL,2020-04-28,14.46,2020-05-13,12.26,-15.2144
CCL,2020-08-20,14.54,2020-09-01,16.51,13.5488
CCL,2020-11-12,14.93,2020-11-24,20.23,35.499
CNP,2020-02-13,23.3719,2020-02-25,21.2867,-8.9216
CNP,2020-04-17,14.3679,2020-05-11,15.8021,9.9818
CNP,2020-10-08,18.8355,2020-11-10,21.2916,13.0394
NEM,2020-04-06,42.4276,2020-04-17,50.1494,18.1999
NEM,2020-07-02,51.8358,2020-07-28,58.3238,12.5164
NEM,2020-09-14,57.5135,2020-09-25,52.4263,-8.8454
NEM,2020-11-06,58.1623,2020-11-18,52.5458,-9.6566
NEM,2020-12-30,51.8932,2020-12-31,51.4635,-0.8279
PEP,2020-01-22,121.7577,2020-03-02,116.8323,-4.0452
PEP,2020-04-13,111.9017,2020-05-15,116.2276,3.8658
PEP,2020-06-10,115.5617,2020-09-18,114.0845,-1.2783
PEP,2020-10-08,119.6208,2020-11-03,118.9179,-0.5876
PEP,2020-11-16,126.4848,2020-12-31,129.6057,2.4674
MCD,2020-04-15,157.5823,2020-05-15,154.0114,-2.2661
MCD,2020-05-29,166.1971,2020-06-29,163.0573,-1.8892
MCD,2020-07-22,177.1687,2020-09-11,195.5933,10.3995
MCD,2020-12-29,191.9813,2020-12-31,193.6691,0.8791
RCL,2020-04-21,34.055,2020-05-04,40.9194,20.1568
RCL,2020-05-21,42.8778,2020-06-02,55.3901,29.1811
RCL,2020-07-29,50.4445,2020-08-11,58.031,15.0392
RCL,2020-11-13,69.8409,2020-11-25,79.2078,13.4117
STX,2020-04-07,40.417,2020-05-05,38.5061,-4.7279
STX,2020-05-22,41.9738,2020-06-24,39.73,-5.3456
STX,2020-07-27,41.3652,2020-08-07,37.8027,-8.6123
STX,2020-09-03,39.2878,2020-10-09,43.1059,9.7182
STX,2020-11-11,46.2012,2020-12-02,51.7575,12.0264
CNC,2020-02-19,67.37,2020-03-03,54.03,-19.8011
CNC,2020-04-07,60.15,2020-04-20,68.42,13.749
CNC,2020-07-13,63.53,2020-08-10,63.0,-0.8342
CNC,2020-10-09,64.2,2020-10-30,59.1,-7.9439
CNC,2020-11-11,69.4,2020-11-24,63.39,-8.6599
NWS,2020-02-20,14.1541,2020-03-03,11.4234,-19.2924
NWS,2020-04-23,8.4139,2020-05-05,9.3583,11.2245
NWS,2020-07-17,12.2107,2020-08-10,14.2617,16.7969
NWS,2020-11-11,16.5552,2020-12-23,16.8048,1.5081
TJX,2020-02-18,59.2847,2020-03-02,58.0982,-2.0013
TJX,2020-04-20,44.6457,2020-05-14,41.7963,-6.3821
TJX,2020-07-24,49.4101,2020-08-18,53.6701,8.6217
TJX,2020-09-08,51.6616,2020-09-23,49.3914,-4.3942
TJX,2020-10-06,52.8854,2020-10-28,47.9714,-9.2917
TJX,2020-11-16,57.0706,2020-12-18,63.2457,10.8201
UNP,2020-04-09,132.5537,2020-05-21,145.7975,9.9913
UNP,2020-07-17,162.4432,2020-08-04,155.6586,-4.1766
UNP,2020-11-17,185.4156,2020-12-21,183.2468,-1.1697
RMD,2020-04-13,150.3476,2020-06-03,155.1285,3.1798
RMD,2020-06-16,162.012,2020-06-30,184.0718,13.6162
RMD,2020-10-16,173.6948,2020-11-04,201.2012,15.8361
RMD,2020-12-28,203.4921,2020-12-31,204.5797,0.5345
PYPL,2020-04-15,107.95,2020-04-28,116.14,7.5868
PYPL,2020-10-08,193.06,2020-10-22,203.93,5.6304
PYPL,2020-11-30,214.12,2020-12-21,237.72,11.0219
QCOM,2020-04-15,67.7832,2020-06-03,75.6069,11.5423
QCOM,2020-10-06,108.0307,2020-11-06,131.0484,21.3067
TT,2020-02-05,101.5406,2020-02-28,92.4295,-8.9729
