Ticker,Buy Date,Buy Price,Sell Date,Sell Price,Percentage Profit
CDNS,2015-08-05,21.05,2015-09-16,21.19,0.6651
CDNS,2015-09-24,21.06,2015-12-16,21.57,2.4217
CDW,2015-08-12,34.9651,2015-12-21,38.4103,9.8532
CF,2015-05-12,45.9013,2015-07-24,46.5629,1.4412
CFG,2015-02-20,17.2923,2015-04-09,17.2234,-0.3984
CFG,2015-04-27,17.7056,2015-07-24,18.3133,3.432
CFG,2015-11-10,18.0343,2016-01-13,16.7864,-6.9192
CHD,2015-06-11,36.6194,2015-06-29,36.1551,-1.268
CHD,2015-07-24,37.1407,2015-09-16,37.0387,-0.2748
CHD,2015-10-21,38.8809,2015-11-16,36.4338,-6.2938
CHD,2015-12-15,37.33,2016-01-07,35.8511,-3.9617
CHRW,2015-03-11,56.0075,2015-04-17,53.4412,-4.582
CHRW,2015-07-29,54.7743,2015-11-18,53.3915,-2.5245
CHTR,2015-02-19,175.18,2015-05-08,186.26,6.3249
CHTR,2015-07-22,184.75,2015-09-09,188.99,2.295
CHTR,2015-09-23,193.22,2015-10-22,176.99,-8.3997
CHTR,2015-10-28,180.84,2015-12-14,178.7,-1.1834
CI,2015-12-14,129.9543,2016-01-29,120.2576,-7.4616
CINF,2015-07-02,39.7975,2015-09-10,39.7597,-0.0948
CINF,2015-10-12,42.771,2016-01-06,44.1681,3.2664
CL,2015-02-20,54.8899,2015-03-31,53.8959,-1.8109
CL,2015-07-29,54.0194,2015-08-28,49.872,-7.6777
CL,2015-10-19,53.0459,2015-12-07,52.8467,-0.3755
CLX,2015-07-21,84.6134,2015-09-15,84.0866,-0.6226
CLX,2015-10-07,90.6065,2016-02-01,99.8221,10.171
CMCSA,2015-02-18,23.1243,2015-04-14,23.2163,0.3976
CMCSA,2015-04-28,23.3309,2015-05-14,22.4292,-3.8651
CMCSA,2015-06-17,23.2835,2015-08-19,23.772,2.0982
CMCSA,2015-10-13,23.9853,2015-12-11,23.4709,-2.145
CME,2015-05-29,62.5889,2015-08-27,61.9533,-1.0156
CME,2015-11-06,65.035,2015-12-31,63.4456,-2.4439
CMG,2015-07-17,13.1664,2015-09-22,14.4998,10.1273
CMI,2015-03-16,105.5828,2015-03-25,104.7773,-0.7629
CMI,2015-05-14,107.6455,2015-06-18,103.3527,-3.9879
CMS,2015-04-24,25.5563,2015-05-11,25.0666,-1.916
CMS,2015-07-24,24.2654,2015-09-15,24.527,1.0779
CMS,2015-10-07,26.7343,2015-11-30,26.5502,-0.6886
CMS,2015-12-31,27.5835,2016-05-03,31.2839,13.415
CNC,2015-06-03,37.04,2015-07-27,34.64,-6.4795
CNC,2015-11-10,30.5,2015-12-10,28.73,-5.8033
CNC,2015-12-23,32.88,2016-02-08,27.89,-15.1764
CNP,2015-05-04,14.7056,2015-05-15,14.3383,-2.4971
CNP,2015-08-19,14.2093,2015-09-10,12.6981,-10.6351
CNP,2015-10-26,13.3713,2015-11-19,12.4665,-6.7666
COF,2015-03-06,65.8495,2015-08-03,67.7585,2.899
COF,2015-10-29,67.6064,2015-12-21,61.3577,-9.2427
COO,2015-02-19,41.1154,2015-05-08,44.6284,8.5442
COO,2015-11-12,37.0749,2015-12-07,32.3859,-12.6473
COP,2015-02-18,49.033,2015-03-18,44.3553,-9.5399
COP,2015-04-21,49.4511,2015-06-01,46.9867,-4.9836
COP,2015-10-07,41.3239,2015-12-09,36.2001,-12.3992
COR,2015-11-23,86.047,2016-01-21,79.0068,-8.1818
COST,2015-07-27,121.3485,2015-09-04,116.6562,-3.8668
COST,2015-10-06,124.5145,2016-01-12,131.2066,5.3746
CPAY,2015-02-19,152.77,2015-05-28,153.75,0.6415
CPAY,2015-06-24,161.9,2015-07-23,153.91,-4.9351
CPAY,2015-08-21,154.82,2015-09-04,147.94,-4.4439
CPAY,2015-11-17,148.94,2015-12-22,142.1,-4.5925
CPB,2015-01-14,32.6862,2015-03-17,32.5344,-0.4644
CPB,2015-04-23,33.4032,2015-09-14,36.2462,8.5113
CPB,2015-09-24,37.5062,2015-11-13,35.2887,-5.9125
CPB,2015-12-08,38.8485,2016-05-02,45.9721,18.337
CPRT,2015-02-11,4.72,2015-03-31,4.6725,-1.0063
CPRT,2015-04-27,4.655,2015-08-26,4.2638,-8.4049
CPRT,2015-10-28,4.4675,2016-01-14,4.3263,-3.1617
CPT,2015-01-09,51.1778,2015-02-25,48.8748,-4.4999
CPT,2015-03-31,52.8299,2015-05-11,50.721,-3.9919
CPT,2015-07-07,52.1634,2015-09-02,48.5023,-7.0185
CPT,2015-10-16,53.0354,2015-12-03,52.3302,-1.3295
CPT,2015-12-31,53.6266,2016-01-22,49.2729,-8.1185
CRL,2015-01-12,68.07,2015-04-29,75.33,10.6655
CRL,2015-06-30,71.06,2015-08-31,70.37,-0.971
CRL,2015-11-10,72.84,2016-01-29,72.77,-0.0961
CRM,2015-02-13,60.718,2015-07-08,69.4217,14.3347
CRM,2015-08-06,72.1478,2015-08-21,68.4006,-5.1938
CRM,2015-10-05,73.4464,2016-01-05,76.4005,4.0221
CSCO,2015-02-17,21.1266,2015-04-01,19.8696,-5.9501
CSCO,2015-05-05,21.2228,2015-06-22,21.1719,-0.24
CSCO,2015-08-10,20.8805,2015-08-26,18.5344,-11.236
CSCO,2015-10-19,20.7828,2015-12-03,20.4207,-1.7426
CSGP,2015-07-27,21.281,2015-08-14,19.54,-8.181
CSGP,2015-10-23,18.893,2016-01-08,18.443,-2.3818
CSX,2015-02-26,10.0308,2015-03-19,9.9228,-1.0768
CSX,2015-04-30,10.4173,2015-06-10,9.6772,-7.1045
CSX,2015-10-27,7.9457,2015-11-09,7.7703,-2.2086
CSX,2015-11-25,8.3485,2015-12-11,7.3208,-12.3093
CTAS,2015-05-20,19.3345,2015-07-22,19.2448,-0.4643
CTAS,2015-08-07,19.4669,2015-09-10,19.0563,-2.1095
CTAS,2015-10-02,18.9082,2015-12-23,20.8072,10.0437
CTRA,2015-03-17,21.3191,2015-06-24,24.0792,12.9467
CTSH,2015-05-27,57.1697,2015-07-07,53.619,-6.2109
CTSH,2015-08-11,60.8725,2015-09-16,56.2753,-7.5522
CTSH,2015-10-21,58.5918,2015-12-07,55.9623,-4.4879
CVS,2015-06-04,75.1989,2015-08-28,78.5601,4.4698
CVS,2015-10-28,78.6248,2015-11-17,70.1205,-10.8162
CVX,2015-02-18,71.6329,2015-03-16,65.3163,-8.818
CVX,2015-04-20,70.5511,2015-05-29,67.0727,-4.9304
CVX,2015-10-12,59.1729,2015-12-16,61.7086,4.2853
CZR,2015-01-14,4.171,2015-10-12,9.22,121.0501
CZR,2015-11-03,10.0,2016-02-10,9.25,-7.5
D,2015-04-24,47.1847,2015-05-27,46.2017,-2.0833
D,2015-07-29,45.6542,2015-09-17,45.1846,-1.0286
D,2015-10-21,48.632,2015-11-19,45.1977,-7.0617
DAL,2015-05-07,39.0424,2015-06-09,35.3648,-9.4195
DAL,2015-07-28,38.7425,2015-09-21,41.3676,6.7758
DAL,2015-09-22,41.4826,2015-12-09,44.3597,6.9355
DAL,2015-12-24,45.8584,2016-01-19,40.6172,-11.4291
DD,2015-02-13,54.4889,2015-04-02,53.3566,-2.0779
DD,2015-04-20,55.9231,2015-07-22,56.5825,1.1792
DD,2015-10-12,53.5443,2016-01-06,56.3798,5.2956
DE,2015-02-17,74.5363,2015-04-02,72.9464,-2.1331
DE,2015-05-07,74.8478,2015-08-18,78.7866,5.2624
DE,2015-12-15,67.1395,2016-01-11,62.9966,-6.1706
DECK,2015-04-14,12.4883,2015-05-29,11.9417,-4.3774
DECK,2015-06-26,12.34,2015-07-22,11.7767,-4.5651
DG,2015-02-27,63.0592,2015-05-20,65.0159,3.103
DG,2015-06-17,68.5971,2015-08-26,66.3619,-3.2585
DG,2015-12-16,62.6417,2016-05-16,72.7108,16.0741
DGX,2015-06-11,60.1762,2015-06-26,59.2339,-1.5659
DGX,2015-08-06,60.7167,2015-08-27,55.6699,-8.312
DGX,2015-11-05,56.788,2016-01-27,54.4374,-4.1392
DHI,2015-02-12,24.0634,2015-05-07,22.5092,-6.4588
DHI,2015-06-24,25.3678,2015-10-15,26.3649,3.9308
DHI,2015-11-02,26.4098,2016-01-11,24.7563,-6.261
DHR,2015-02-19,35.6504,2015-04-06,34.377,-3.5718
DHR,2015-05-29,35.7393,2015-09-08,35.7916,0.1462
DHR,2015-10-23,38.7929,2015-12-29,38.7497,-0.1114
DIS,2015-10-19,99.8133,2015-12-22,99.2838,-0.5304
DLR,2015-01-20,49.2353,2015-03-02,45.6247,-7.3333
DLR,2015-04-28,45.8059,2015-08-07,45.4843,-0.7021
DLR,2015-10-07,47.6906,2015-12-17,52.1573,9.366
DLR,2015-12-18,52.9312,2016-08-12,74.666,41.0624
DLTR,2015-06-26,80.77,2015-08-11,77.67,-3.8381
DLTR,2015-11-23,68.92,2016-02-11,73.12,6.094
DOC,2015-04-15,22.5406,2015-05-07,20.7546,-7.9235
DOC,2015-08-03,20.6689,2015-09-15,19.8346,-4.0365
DOC,2015-10-13,21.199,2015-11-11,18.4049,-13.1804
DOC,2015-12-24,20.8401,2016-02-03,19.9455,-4.2925
DOV,2015-02-18,49.5291,2015-03-26,46.3121,-6.4952
DOV,2015-04-29,50.5101,2015-06-23,48.903,-3.1817
DOV,2015-10-27,42.811,2015-12-24,42.4559,-0.8295
DPZ,2015-04-29,99.4476,2015-08-13,100.4675,1.0255
DPZ,2015-12-09,98.7951,2016-05-06,107.9574,9.274
DRI,2015-06-16,45.3622,2015-08-28,46.0931,1.6112
DRI,2015-12-17,44.9215,2016-02-17,45.4587,1.196
DTE,2015-04-21,49.7024,2015-05-15,47.3857,-4.6611
DTE,2015-07-24,46.7267,2015-09-15,46.4336,-0.6271
DTE,2015-10-12,50.1345,2015-11-27,49.2286,-1.807
DUK,2015-04-27,51.9074,2015-05-27,50.0817,-3.5173
DUK,2015-07-31,48.8955,2015-09-10,45.4396,-7.0679
DUK,2015-10-20,48.9642,2015-11-18,44.6086,-8.8955
DUK,2015-12-31,48.6553,2016-05-16,54.9218,12.8793
DVA,2015-01-21,74.87,2015-02-02,75.07,0.2671
DVA,2015-02-04,75.22,2015-02-25,73.11,-2.8051
DVA,2015-03-13,79.8,2015-06-25,80.57,0.9649
DVA,2015-10-30,77.75,2015-12-02,73.43,-5.5563
DVN,2015-02-04,43.2947,2015-03-18,39.6386,-8.4445
DVN,2015-04-17,45.8131,2015-06-10,43.6787,-4.6589
DVN,2015-10-20,31.6659,2015-12-10,24.5629,-22.4309
DXCM,2015-04-09,16.0675,2015-10-09,19.61,22.0476
DXCM,2015-11-30,22.1475,2015-12-28,20.265,-8.4998
EA,2015-10-23,73.0709,2015-12-03,67.7513,-7.28
EBAY,2015-02-27,22.1261,2015-04-17,21.24,-4.0047
EBAY,2015-05-15,22.6804,2015-09-04,23.8041,4.9548
EBAY,2015-11-03,25.4526,2015-12-31,24.7538,-2.7455
ECL,2015-02-12,98.0357,2015-05-08,100.5291,2.5433
ECL,2015-06-04,103.2538,2015-06-17,103.0295,-0.2172
ECL,2015-06-22,105.3051,2015-07-14,101.7842,-3.3436
ECL,2015-08-17,104.0598,2015-08-28,98.0841,-5.7426
ECL,2015-10-09,106.9326,2015-12-09,104.9917,-1.8151
ED,2015-05-06,41.8448,2015-06-10,40.9506,-2.1369
ED,2015-07-23,43.133,2015-09-21,45.7571,6.0839
ED,2015-10-01,46.9712,2015-11-17,44.4695,-5.3261
EFX,2015-08-03,92.9858,2015-09-10,89.7249,-3.5069
EFX,2015-10-15,95.4848,2016-01-19,94.9776,-0.5313
EG,2015-02-05,141.98,2015-04-02,138.23,-2.6412
EG,2015-04-21,144.9016,2015-08-18,148.9974,2.8266
EG,2015-10-26,144.8837,2016-01-12,143.9236,-0.6627
EIX,2015-07-30,39.5227,2015-09-16,39.7847,0.6628
EIX,2015-10-01,42.6568,2015-11-18,39.8843,-6.4997
EL,2015-02-17,71.7358,2015-07-13,77.7544,8.39
EL,2015-07-27,77.5958,2015-08-24,66.6542,-14.1008
EL,2015-10-19,74.9356,2016-01-26,74.8356,-0.1334
ELV,2015-01-14,111.3354,2015-07-21,136.3775,22.4925
ELV,2015-12-30,124.8687,2016-02-03,112.3263,-10.0444
EMN,2015-02-26,54.9061,2015-03-24,50.5484,-7.9365
EMN,2015-04-27,55.045,2015-07-28,54.1181,-1.6841
EMN,2015-10-29,53.882,2015-12-18,49.2139,-8.6635
EMR,2015-04-27,43.6916,2015-06-26,43.129,-1.2876
EMR,2015-10-29,36.3253,2015-12-23,36.5772,0.6934
ENPH,2015-02-17,15.0,2015-03-31,13.1,-12.6667
ENPH,2015-04-29,13.11,2015-11-05,2.4,-81.6934
ENPH,2015-12-30,3.54,2016-02-03,2.22,-37.2881
EOG,2015-02-09,71.478,2015-03-17,64.271,-10.0828
EOG,2015-04-15,71.7236,2015-05-28,65.6379,-8.4849
EOG,2015-09-25,55.0056,2015-12-08,55.6053,1.0903
EPAM,2015-02-13,56.33,2015-08-14,68.59,21.7646
EPAM,2015-09-23,72.63,2015-11-19,74.88,3.0979
EPAM,2015-12-10,81.94,2016-01-15,71.19,-13.1194
EQIX,2015-02-27,178.1458,2015-07-02,202.9553,13.9265
EQIX,2015-07-29,221.0449,2016-02-11,221.3562,0.1409
EQR,2015-04-02,46.3357,2015-04-21,45.0532,-2.7678
EQR,2015-07-16,45.0662,2015-09-04,41.9584,-6.8961
EQR,2015-10-09,46.7338,2016-02-01,46.4734,-0.5572
EQT,2015-02-19,39.3812,2015-06-12,42.6245,8.2356
ERIE,2015-02-06,71.1574,2015-03-17,68.7445,-3.391
ERIE,2015-07-02,67.0301,2015-09-09,64.8491,-3.2538
ERIE,2015-10-19,68.3073,2016-01-26,74.8366,9.5587
ES,2015-07-30,34.3344,2015-09-15,33.3687,-2.8127
