date,equity
2016-12-15,97991.37016510965
2016-12-16,97991.37016510965
2016-12-19,97991.37016510965
2016-12-20,97991.37016510965
2016-12-21,97991.37016510965
2016-12-22,97991.37016510965
2016-12-23,97991.37016510965
2016-12-27,97991.37016510965
2016-12-28,97991.37016510965
2016-12-29,97991.37016510965
2016-12-30,97991.37016510965
2017-01-03,97991.37016510965
2017-01-04,97991.37016510965
2017-01-05,97991.37016510965
2017-01-06,97991.37016510965
2017-01-09,97991.37016510965
2017-01-10,97991.37016510965
2017-01-11,97991.37016510965
2017-01-12,97991.37016510965
2017-01-13,97991.37016510965
2017-01-17,97991.37016510965
2017-01-18,97991.37016510965
2017-01-19,97991.37016510965
2017-01-20,97991.37016510965
2017-01-23,97991.37016510965
2017-01-24,97991.37016510965
2017-01-25,97991.37016510965
2017-01-26,97991.37016510965
2017-01-27,97991.37016510965
2017-01-30,97991.37016510965
2017-01-31,97991.37016510965
2017-02-01,97991.37016510965
2017-02-02,97991.37016510965
2017-02-03,97991.37016510965
2017-02-06,97991.37016510965
2017-02-07,97991.37016510965
2017-02-08,97991.37016510965
2017-02-09,97991.37016510965
2017-02-10,97991.37016510965
2017-02-13,97991.37016510965
2017-02-14,97991.37016510965
2017-02-15,97991.37016510965
2017-02-16,97991.37016510965
2017-02-17,97991.37016510965
2017-02-21,97991.37016510965
2017-02-22,97991.37016510965
2017-02-23,97991.37016510965
2017-02-24,97991.37016510965
2017-02-27,97991.37016510965
2017-02-28,97991.37016510965
2017-03-01,97991.37016510965
2017-03-02,97991.37016510965
2017-03-03,97991.37016510965
2017-03-06,97991.37016510965
2017-03-07,97991.37016510965
2017-03-08,97991.37016510965
2017-03-09,97991.37016510965
2017-03-10,97991.37016510965
2017-03-13,97991.37016510965
2017-03-14,97991.37016510965
2017-03-15,97991.37016510965
2017-03-16,97991.37016510965
2017-03-17,97991.37016510965
2017-03-20,97991.37016510965
2017-03-21,97991.37016510965
2017-03-22,97991.37016510965
2017-03-23,97991.37016510965
2017-03-24,97991.37016510965
2017-03-27,97991.37016510965
2017-03-28,97991.37016510965
2017-03-29,97991.37016510965
2017-03-30,97991.37016510965
2017-03-31,97991.37016510965
2017-04-03,97991.37016510965
2017-04-04,97991.37016510965
2017-04-05,97991.37016510965
2017-04-06,97991.37016510965
2017-04-07,97991.37016510965
2017-04-10,97991.37016510965
2017-04-11,97991.37016510965
2017-04-12,97991.37016510965
2017-04-13,97991.37016510965
2017-04-17,97991.37016510965
2017-04-18,97991.37016510965
2017-04-19,97991.37016510965
2017-04-20,97991.37016510965
2017-04-21,97991.37016510965
2017-04-24,97991.37016510965
2017-04-25,97991.37016510965
2017-04-26,97991.37016510965
2017-04-27,97991.37016510965
2017-04-28,97991.37016510965
2017-05-01,97991.37016510965
2017-05-02,97991.37016510965
2017-05-03,97991.37016510965
2017-05-04,97991.37016510965
2017-05-05,97991.37016510965
2017-05-08,97991.37016510965
2017-05-09,97991.37016510965
2017-05-10,97991.37016510965
2017-05-11,97991.37016510965
2017-05-12,97991.37016510965
2017-05-15,97991.37016510965
2017-05-16,97991.37016510965
2017-05-17,97991.37016510965
2017-05-18,97991.37016510965
2017-05-19,97991.37016510965
2017-05-22,97991.37016510965
2017-05-23,97991.37016510965
2017-05-24,97991.37016510965
2017-05-25,97991.37016510965
2017-05-26,97991.37016510965
2017-05-30,97991.37016510965
2017-05-31,97991.37016510965
2017-06-01,97991.37016510965
2017-06-02,97991.37016510965
2017-06-05,97991.37016510965
2017-06-06,97991.37016510965
2017-06-07,97991.37016510965
2017-06-08,97991.37016510965
2017-06-09,97991.37016510965
2017-06-12,97991.37016510965
2017-06-13,97991.37016510965
2017-06-14,97991.37016510965
2017-06-15,97991.37016510965
2017-06-16,97991.37016510965
2017-06-19,97991.37016510965
2017-06-20,97991.37016510965
2017-06-21,97991.37016510965
2017-06-22,97991.37016510965
2017-06-23,97991.37016510965
2017-06-26,97991.37016510965
2017-06-27,97991.37016510965
2017-06-28,97991.37016510965
2017-06-29,97991.37016510965
2017-06-30,97991.37016510965
2017-07-03,97991.37016510965
2017-07-05,97991.37016510965
2017-07-06,97991.37016510965
2017-07-07,97991.37016510965
2017-07-10,97991.37016510965
2017-07-11,97991.37016510965
2017-07-12,97991.37016510965
2017-07-13,97991.37016510965
2017-07-14,97991.37016510965
2017-07-17,97991.37016510965
2017-07-18,97991.37016510965
2017-07-19,97991.37016510965
2017-07-20,97991.37016510965
2017-07-21,97991.37016510965
2017-07-24,97991.37016510965
2017-07-25,97991.37016510965
2017-07-26,97991.37016510965
2017-07-27,97991.37016510965
2017-07-28,97991.37016510965
2017-07-31,97991.37016510965
2017-08-01,97991.37016510965
2017-08-02,97991.37016510965
2017-08-03,97991.37016510965
2017-08-04,97991.37016510965
2017-08-07,97991.37016510965
2017-08-08,97991.37016510965
2017-08-09,97991.37016510965
2017-08-10,97991.37016510965
2017-08-11,97991.37016510965
2017-08-14,97991.37016510965
2017-08-15,97991.37016510965
2017-08-16,97991.37016510965
2017-08-17,97991.37016510965
2017-08-18,97991.37016510965
2017-08-21,97991.37016510965
2017-08-22,97991.37016510965
2017-08-23,97991.37016510965
2017-08-24,97991.37016510965
2017-08-25,97991.37016510965
2017-08-28,97991.37016510965
2017-08-29,97991.37016510965
2017-08-30,97991.37016510965
2017-08-31,97991.37016510965
2017-09-01,97991.37016510965
2017-09-05,97991.37016510965
2017-09-06,97991.37016510965
2017-09-07,97991.37016510965
2017-09-08,97991.37016510965
2017-09-11,97991.37016510965
2017-09-12,97991.37016510965
2017-09-13,97991.37016510965
2017-09-14,97991.37016510965
2017-09-15,97991.37016510965
2017-09-18,97991.37016510965
2017-09-19,97991.37016510965
2017-09-20,97991.37016510965
2017-09-21,97991.37016510965
2017-09-22,97991.37016510965
2017-09-25,97991.37016510965
2017-09-26,97991.37016510965
2017-09-27,97991.37016510965
2017-09-28,97991.37016510965
2017-09-29,97991.37016510965
2017-10-02,97991.37016510965
2017-10-03,97991.37016510965
2017-10-04,97991.37016510965
2017-10-05,97991.37016510965
2017-10-06,97991.37016510965
2017-10-09,97991.37016510965
2017-10-10,97991.37016510965
2017-10-11,97991.37016510965
2017-10-12,97991.37016510965
2017-10-13,97991.37016510965
2017-10-16,97991.37016510965
2017-10-17,97991.37016510965
2017-10-18,97991.37016510965
2017-10-19,97991.37016510965
2017-10-20,97991.37016510965
2017-10-23,97991.37016510965
2017-10-24,97991.37016510965
2017-10-25,97991.37016510965
2017-10-26,97991.37016510965
2017-10-27,97991.37016510965
2017-10-30,97991.37016510965
2017-10-31,97991.37016510965
2017-11-01,97991.37016510965
2017-11-02,97991.37016510965
2017-11-03,97991.37016510965
2017-11-06,97991.37016510965
2017-11-07,97991.37016510965
2017-11-08,97991.37016510965
2017-11-09,97991.37016510965
2017-11-10,97991.37016510965
2017-11-13,97991.37016510965
2017-11-14,97991.37016510965
2017-11-15,97991.37016510965
2017-11-16,97991.37016510965
2017-11-17,97991.37016510965
2017-11-20,97991.37016510965
2017-11-21,97991.37016510965
2017-11-22,97991.37016510965
2017-11-24,97991.37016510965
2017-11-27,97991.37016510965
2017-11-28,97991.37016510965
2017-11-29,97991.37016510965
2017-11-30,97991.37016510965
2017-12-01,97991.37016510965
2017-12-04,97991.37016510965
2017-12-05,97991.37016510965
2017-12-06,97991.37016510965
2017-12-07,97991.37016510965
2017-12-08,97991.37016510965
2017-12-11,97991.37016510965
2017-12-12,97991.37016510965
2017-12-13,97991.37016510965
2017-12-14,97991.37016510965
2017-12-15,97991.37016510965
2017-12-18,97991.37016510965
2017-12-19,97991.37016510965
2017-12-20,97991.37016510965
2017-12-21,97991.37016510965
2017-12-22,97991.37016510965
2017-12-26,97991.37016510965
2017-12-27,97991.37016510965
2017-12-28,97991.37016510965
2017-12-29,97991.37016510965
2018-01-02,97991.37016510965
2018-01-03,97991.37016510965
2018-01-04,97991.37016510965
2018-01-05,97991.37016510965
2018-01-08,97991.37016510965
2018-01-09,97991.37016510965
2018-01-10,97991.37016510965
2018-01-11,97991.37016510965
2018-01-12,97991.37016510965
2018-01-16,97991.37016510965
2018-01-17,97991.37016510965
2018-01-18,97991.37016510965
2018-01-19,97991.37016510965
2018-01-22,97991.37016510965
2018-01-23,97991.37016510965
2018-01-24,97991.37016510965
2018-01-25,97991.37016510965
2018-01-26,97991.37016510965
2018-01-29,97991.37016510965
2018-01-30,97991.37016510965
2018-01-31,97991.37016510965
2018-02-01,97991.37016510965
2018-02-02,97991.37016510965
2018-02-05,97991.37016510965
2018-02-06,97991.37016510965
2018-02-07,97991.37016510965
2018-02-08,97991.37016510965
2018-02-09,97991.37016510965
2018-02-12,97991.37016510965
2018-02-13,97991.37016510965
2018-02-14,97991.37016510965
2018-02-15,97991.37016510965
2018-02-16,97991.37016510965
2018-02-20,97991.37016510965
2018-02-21,97991.37016510965
2018-02-22,97991.37016510965
2018-02-23,97991.37016510965
2018-02-26,97991.37016510965
2018-02-27,97991.37016510965
2018-02-28,97991.37016510965
2018-03-01,97991.37016510965
2018-03-02,97991.37016510965
2018-03-05,97991.37016510965
2018-03-06,97991.37016510965
2018-03-07,97991.37016510965
2018-03-08,97991.37016510965
2018-03-09,97991.37016510965
2018-03-12,97991.37016510965
2018-03-13,97991.37016510965
2018-03-14,97991.37016510965
2018-03-15,97991.37016510965
2018-03-16,97991.37016510965
2018-03-19,97991.37016510965
2018-03-20,97991.37016510965
2018-03-21,97991.37016510965
2018-03-22,97991.37016510965
2018-03-23,97991.37016510965
2018-03-26,97991.37016510965
2018-03-27,97991.37016510965
2018-03-28,97991.37016510965
2018-03-29,97991.37016510965
2018-04-02,97991.37016510965
2018-04-03,97991.37016510965
2018-04-04,97991.37016510965
2018-04-05,97991.37016510965
2018-04-06,97991.37016510965
2018-04-09,97991.37016510965
2018-04-10,97991.37016510965
2018-04-11,97991.37016510965
2018-04-12,97991.37016510965
2018-04-13,97991.37016510965
2018-04-16,97991.37016510965
2018-04-17,97991.37016510965
2018-04-18,97991.37016510965
2018-04-19,97991.37016510965
2018-04-20,97991.37016510965
2018-04-23,97991.37016510965
2018-04-24,97991.37016510965
2018-04-25,97991.37016510965
2018-04-26,97991.37016510965
2018-04-27,97991.37016510965
2018-04-30,97991.37016510965
2018-05-01,97991.37016510965
2018-05-02,97633.31813502313
2018-05-03,100515.12853884698
2018-05-04,103133.78986573221
2018-05-07,107283.94406533243
2018-05-08,108025.98970723154
2018-05-09,110347.00464224817
2018-05-10,112223.66190028192
2018-05-11,109807.73569750787
2018-05-14,109807.73569750787
2018-05-15,109807.73569750787
2018-05-16,109807.73569750787
2018-05-17,109807.73569750787
2018-05-18,109807.73569750787
2018-05-21,109807.73569750787
2018-05-22,109807.73569750787
2018-05-23,109807.73569750787
2018-05-24,109807.73569750787
2018-05-25,109807.73569750787
2018-05-29,109807.73569750787
2018-05-30,109807.73569750787
2018-05-31,109807.73569750787
2018-06-01,109807.73569750787
2018-06-04,109807.73569750787
2018-06-05,109807.73569750787
2018-06-06,109807.73569750787
2018-06-07,109807.73569750787
2018-06-08,109807.73569750787
2018-06-11,109807.73569750787
2018-06-12,109807.73569750787
2018-06-13,109807.73569750787
2018-06-14,109807.73569750787
2018-06-15,109807.73569750787
2018-06-18,109807.73569750787
2018-06-19,109807.73569750787
2018-06-20,109807.73569750787
2018-06-21,109807.73569750787
2018-06-22,109807.73569750787
2018-06-25,109807.73569750787
2018-06-26,109807.73569750787
2018-06-27,109807.73569750787
2018-06-28,109807.73569750787
2018-06-29,109807.73569750787
2018-07-02,109807.73569750787
2018-07-03,109807.73569750787
2018-07-05,109807.73569750787
2018-07-06,109807.73569750787
2018-07-09,109807.73569750787
2018-07-10,109807.73569750787
2018-07-11,109807.73569750787
2018-07-12,109807.73569750787
2018-07-13,109807.73569750787
2018-07-16,109807.73569750787
2018-07-17,109807.73569750787
2018-07-18,109807.73569750787
2018-07-19,109807.73569750787
2018-07-20,109807.73569750787
2018-07-23,109807.73569750787
2018-07-24,109807.73569750787
2018-07-25,109807.73569750787
2018-07-26,109807.73569750787
2018-07-27,109807.73569750787
2018-07-30,109807.73569750787
2018-07-31,109807.73569750787
2018-08-01,109807.73569750787
2018-08-02,109807.73569750787
2018-08-03,109807.73569750787
2018-08-06,109807.73569750787
2018-08-07,109807.73569750787
2018-08-08,109807.73569750787
2018-08-09,109807.73569750787
2018-08-10,109807.73569750787
2018-08-13,109807.73569750787
2018-08-14,109807.73569750787
2018-08-15,109807.73569750787
2018-08-16,109807.73569750787
2018-08-17,109807.73569750787
2018-08-20,109807.73569750787
2018-08-21,109807.73569750787
2018-08-22,109807.73569750787
2018-08-23,109807.73569750787
2018-08-24,109807.73569750787
2018-08-27,109807.73569750787
2018-08-28,109807.73569750787
2018-08-29,109807.73569750787
2018-08-30,109807.73569750787
2018-08-31,109807.73569750787
2018-09-04,109807.73569750787
2018-09-05,109807.73569750787
2018-09-06,109807.73569750787
2018-09-07,109807.73569750787
2018-09-10,109807.73569750787
2018-09-11,109807.73569750787
2018-09-12,109807.73569750787
2018-09-13,109807.73569750787
2018-09-14,109807.73569750787
2018-09-17,109807.73569750787
2018-09-18,109807.73569750787
2018-09-19,109807.73569750787
2018-09-20,109807.73569750787
2018-09-21,109807.73569750787
2018-09-24,109807.73569750787
2018-09-25,109807.73569750787
2018-09-26,109807.73569750787
2018-09-27,109807.73569750787
2018-09-28,109807.73569750787
2018-10-01,109807.73569750787
2018-10-02,109807.73569750787
2018-10-03,109807.73569750787
2018-10-04,109807.73569750787
2018-10-05,109807.73569750787
2018-10-08,109807.73569750787
2018-10-09,109807.73569750787
2018-10-10,109807.73569750787
2018-10-11,109807.73569750787
2018-10-12,109807.73569750787
2018-10-15,109807.73569750787
2018-10-16,109807.73569750787
2018-10-17,109807.73569750787
2018-10-18,109807.73569750787
2018-10-19,109807.73569750787
2018-10-22,109807.73569750787
2018-10-23,109807.73569750787
2018-10-24,109807.73569750787
2018-10-25,109807.73569750787
2018-10-26,109807.73569750787
2018-10-29,109807.73569750787
2018-10-30,109807.73569750787
2018-10-31,109807.73569750787
2018-11-01,109807.73569750787
2018-11-02,109807.73569750787
2018-11-05,109807.73569750787
2018-11-06,109807.73569750787
2018-11-07,109807.73569750787
2018-11-08,109807.73569750787
2018-11-09,109807.73569750787
2018-11-12,109807.73569750787
2018-11-13,109807.73569750787
2018-11-14,109807.73569750787
2018-11-15,109807.73569750787
2018-11-16,109807.73569750787
2018-11-19,109807.73569750787
2018-11-20,109807.73569750787
2018-11-21,109807.73569750787
2018-11-23,109807.73569750787
2018-11-26,109807.73569750787
2018-11-27,109807.73569750787
2018-11-28,109807.73569750787
2018-11-29,109807.73569750787
2018-11-30,109807.73569750787
2018-12-03,109807.73569750787
2018-12-04,109807.73569750787
2018-12-06,109807.73569750787
2018-12-07,109807.73569750787
2018-12-10,109807.73569750787
2018-12-11,109807.73569750787
2018-12-12,109807.73569750787
2018-12-13,109807.73569750787
2018-12-14,109807.73569750787
2018-12-17,109807.73569750787
2018-12-18,109807.73569750787
2018-12-19,109807.73569750787
2018-12-20,109807.73569750787
2018-12-21,109807.73569750787
2018-12-24,109807.73569750787
2018-12-26,109807.73569750787
2018-12-27,109807.73569750787
2018-12-28,109807.73569750787
2018-12-31,109807.73569750787
2019-01-02,109807.73569750787
2019-01-03,109807.73569750787
2019-01-04,109807.73569750787
2019-01-07,109807.73569750787
2019-01-08,109807.73569750787
2019-01-09,109807.73569750787
2019-01-10,109807.73569750787
2019-01-11,109807.73569750787
2019-01-14,109807.73569750787
2019-01-15,109807.73569750787
2019-01-16,109807.73569750787
2019-01-17,109807.73569750787
2019-01-18,109807.73569750787
2019-01-22,109807.73569750787
2019-01-23,109807.73569750787
2019-01-24,109807.73569750787
2019-01-25,109807.73569750787
2019-01-28,109807.73569750787
2019-01-29,109807.73569750787
2019-01-30,109807.73569750787
2019-01-31,109807.73569750787
2019-02-01,109807.73569750787
2019-02-04,109807.73569750787
2019-02-05,109807.73569750787
2019-02-06,109807.73569750787
2019-02-07,109807.73569750787
2019-02-08,109807.73569750787
2019-02-11,109807.73569750787
2019-02-12,109807.73569750787
2019-02-13,109807.73569750787
2019-02-14,109807.73569750787
2019-02-15,109807.73569750787
2019-02-19,109807.73569750787
2019-02-20,109807.73569750787
2019-02-21,109807.73569750787
2019-02-22,109807.73569750787
2019-02-25,109807.73569750787
2019-02-26,109807.73569750787
2019-02-27,109807.73569750787
2019-02-28,109807.73569750787
2019-03-01,109807.73569750787
2019-03-04,109807.73569750787
2019-03-05,109807.73569750787
2019-03-06,109807.73569750787
2019-03-07,109807.73569750787
2019-03-08,109807.73569750787
2019-03-11,109807.73569750787
2019-03-12,109807.73569750787
2019-03-13,109807.73569750787
2019-03-14,109807.73569750787
2019-03-15,109807.73569750787
2019-03-18,109807.73569750787
2019-03-19,109807.73569750787
2019-03-20,109807.73569750787
2019-03-21,109807.73569750787
2019-03-22,109807.73569750787
2019-03-25,109807.73569750787
2019-03-26,109807.73569750787
2019-03-27,109807.73569750787
2019-03-28,109807.73569750787
2019-03-29,109807.73569750787
2019-04-01,109807.73569750787
2019-04-02,109807.73569750787
2019-04-03,109807.73569750787
2019-04-04,109807.73569750787
2019-04-05,109807.73569750787
2019-04-08,109807.73569750787
2019-04-09,109807.73569750787
2019-04-10,109807.73569750787
2019-04-11,109807.73569750787
2019-04-12,109807.73569750787
2019-04-15,109807.73569750787
2019-04-16,109807.73569750787
2019-04-17,109807.73569750787
2019-04-18,109807.73569750787
2019-04-22,109807.73569750787
2019-04-23,109807.73569750787
2019-04-24,109807.73569750787
2019-04-25,109807.73569750787
2019-04-26,109807.73569750787
2019-04-29,109807.73569750787
2019-04-30,109807.73569750787
2019-05-01,109807.73569750787
2019-05-02,109807.73569750787
2019-05-03,109807.73569750787
2019-05-06,109807.73569750787
2019-05-07,109807.73569750787
2019-05-08,109807.73569750787
2019-05-09,109807.73569750787
2019-05-10,109807.73569750787
2019-05-13,109807.73569750787
2019-05-14,109807.73569750787
2019-05-15,109807.73569750787
2019-05-16,109807.73569750787
2019-05-17,109807.73569750787
2019-05-20,109807.73569750787
2019-05-21,109807.73569750787
2019-05-22,109807.73569750787
2019-05-23,109807.73569750787
2019-05-24,109807.73569750787
2019-05-28,109807.73569750787
2019-05-29,109807.73569750787
2019-05-30,109807.73569750787
2019-05-31,109807.73569750787
2019-06-03,109807.73569750787
2019-06-04,109807.73569750787
2019-06-05,109807.73569750787
