Ticker,Buy Date,Buy Price,Pct Below 100MA at Buy (%),Sell Date,Sell Price,Pct Gain (%),Holding Days
ALB,2025-01-03,86.7330322265625,12.911284307285417,2025-01-08,86.32796478271484,-0.46702788251371885,5
URI,2025-01-10,667.6854858398438,12.253932863583135,2025-01-17,767.2601318359375,14.913405803758703,7
LVS,2025-01-24,42.96475982666016,12.769465481041278,2025-01-31,45.26609420776367,5.356330142163397,7
ULTA,2025-02-14,365.1400146484375,13.40829738955459,2025-03-03,348.8599853515625,-4.458571683125353,17
AMAT,2025-03-04,152.43653869628906,12.75870371578344,2025-03-10,149.56471252441406,-1.8839486887043257,6
APO,2025-03-11,129.95806884765625,14.12000416107605,2025-03-13,129.77871704101562,-0.13800744211648044,2
HPE,2025-03-14,15.382353782653809,20.799253578239735,2025-03-27,15.824234008789062,2.872643760368769,13
NKE,2025-04-04,56.87205123901367,19.585526562620057,2025-04-08,52.9183235168457,-6.951969616062925,4
DD,2025-04-09,61.58178329467773,17.6194787701322,2025-04-10,57.31728363037109,-6.924936947506691,1
DD,2025-04-14,60.607608795166016,15.897996425164468,2025-04-28,65.27967071533203,7.708705248471465,14
UNH,2025-05-02,397.10107421875,18.946813858571836,2025-05-07,388.3034973144531,-2.215450290988278,5
FICO,2025-05-28,1619.93994140625,19.73574171624274,2025-06-16,1814.3900146484373,12.003535950436998,19
CPRT,2025-06-17,48.0,14.036999045873186,2025-07-09,47.63999938964844,-0.7500012715657551,22
FICO,2025-07-14,1547.02001953125,13.086098953644218,2025-07-31,1436.719970703125,-7.129839784590902,17
