Ticker,Buy Date,Buy Price,Pct Below 100MA at Buy (%),Sell Date,Sell Price,Pct Gain (%),Holding Days
EQT,2020-01-23,6.690208911895752,23.002857094813265,2020-01-24,6.248579978942871,-6.601123205100929,1
FCX,2020-01-28,10.613814353942873,15.78607318485245,2020-02-04,11.308878898620604,6.5486781801447735,7
TKO,2020-02-05,45.55908966064453,20.264129531269855,2020-02-06,41.37508773803711,-9.183682013342999,1
RCL,2020-02-11,110.7294692993164,13.071187209581092,2020-02-13,111.27791595458984,0.4953032455984356,2
UNH,2020-02-26,241.6102294921875,12.153395008880976,2020-02-27,233.2687225341797,-3.4524643164074047,1
UNH,2020-02-28,234.22415161132807,14.074737948308083,2020-03-03,240.1403961181641,2.5258900357352765,4
AES,2020-03-04,14.623496055603027,13.483357027902516,2020-03-05,13.7213134765625,-6.169404194524701,1
VLO,2020-03-06,50.28401565551758,17.336469311973122,2020-03-09,46.545989990234375,-7.433824877653812,3
WDC,2020-03-10,37.1976203918457,26.041617522371556,2020-03-11,33.615631103515625,-9.629619450375664,1
IT,2020-03-12,102.33999633789062,26.94360556381879,2020-03-16,92.75,-9.370721791143938,4
WDC,2020-03-17,25.3569393157959,44.87137020354701,2020-03-18,21.73771095275879,-14.273127832831703,1
ULTA,2020-03-19,146.99000549316406,43.73301524256995,2020-03-23,143.24000549316406,-2.5511938634320264,4
F,2020-03-24,3.850275039672852,19.426925881367,2020-03-27,4.036955833435059,4.848505414253949,3
CINF,2020-05-14,43.98128128051758,18.66358640213935,2020-05-27,53.49546432495117,21.632346233278334,13
NEM,2020-06-05,46.56381607055664,17.13440312332608,2020-06-08,47.22708511352539,1.424430166899809,3
ENPH,2020-06-10,49.34999847412109,14.530664729938803,2020-06-11,47.65999984741211,-3.4245160667942165,1
PCG,2020-06-23,9.843311309814451,13.298892957242703,2020-06-26,9.068561553955078,-7.8708244763822,3
ULTA,2020-06-29,198.6300048828125,14.281262713166246,2020-07-08,202.0200042724609,1.7066904829652685,9
PSX,2020-07-10,49.65601348876953,22.82206209789909,2020-07-20,50.68880844116211,2.079899049137645,10
REG,2020-07-27,32.47890853881836,12.915093811577826,2020-08-03,33.03229141235352,1.7038222601408157,7
RMD,2020-08-12,168.57911682128906,13.846442982006597,2020-08-13,170.18016052246094,0.9497283716755638,1
BKR,2020-09-02,12.398606300354004,12.175960005491822,2020-09-08,12.293160438537598,-0.8504654415343084,6
TER,2020-09-09,75.39561462402344,16.461159321661185,2020-09-28,77.68093872070312,3.031110109090497,19
APA,2020-10-01,8.223847389221191,28.272884906983904,2020-10-06,8.321015357971191,1.1815390552766802,5
PHM,2020-10-28,39.9570198059082,12.244019602134014,2020-11-03,41.10980987548828,2.8850752012531773,6
