Ticker,Buy Date,Buy Price,Pct Below 100MA at Buy (%),Sell Date,Sell Price,Pct Gain (%),Holding Days
BMY,2017-01-25,37.0047492980957,15.366669806594532,2017-01-26,34.96593475341797,-5.509602370911491,1
TROW,2017-02-02,48.92269134521485,12.593245799006816,2017-02-15,52.67749786376953,7.674979473348086,13
CF,2017-03-15,23.183996200561523,15.301785688015922,2017-03-22,23.48936462402344,1.3171518008380345,7
FSLR,2017-04-04,26.81999969482422,14.448427981759282,2017-04-18,26.88999938964844,0.2609981193912206,14
MOS,2017-05-05,20.634126663208008,12.454687155664814,2017-05-12,20.15896797180176,-2.3027807241945712,7
AKAM,2017-05-18,47.0,13.52650487111032,2017-06-08,48.90999984741211,4.063829462578957,21
MTCH,2017-06-16,15.923150062561035,13.713513560371036,2017-07-10,16.783355712890625,5.4022328933025,24
STX,2017-07-28,23.08260154724121,13.99611208694298,2017-08-10,22.33228874206543,-3.250555634468582,13
COR,2017-08-11,71.32156372070312,13.230003368230495,2017-09-08,73.86888122558594,3.5715951417696985,28
EFX,2017-09-19,88.41117095947266,28.92735497119885,2017-10-03,102.93049621582033,16.422500798008063,14
DXCM,2017-10-04,12.024999618530272,30.024856742117816,2017-10-10,11.524999618530272,-4.158004289908754,6
TRGP,2017-10-26,29.46924591064453,13.251210088439894,2017-11-06,33.5162353515625,13.732925006595313,11
HSIC,2017-11-13,52.156864166259766,13.130361270412322,2017-12-01,55.41960906982422,6.255638554426592,18
ADSK,2017-12-04,107.9499969482422,14.37184771888737,2017-12-13,106.0199966430664,-1.7878650854442866,9
