Ticker,Buy Date,Buy Price,Pct Below 100MA at Buy (%),Sell Date,Sell Price,Pct Gain (%),Holding Days
WST,2016-01-11,53.10593032836914,12.244088896187591,2016-01-28,53.06407928466797,-0.07880672354743606,17
RJF,2016-01-29,25.354225158691406,16.22731510418501,2016-02-02,24.24884986877441,-4.359728143922687,4
TXT,2016-02-03,31.84154319763184,15.403573412330179,2016-02-11,30.687440872192383,-3.624517562720676,8
GDDY,2016-02-12,24.86000061035156,16.318981185304686,2016-02-18,28.01000022888184,12.670955515659315,6
SMCI,2016-04-19,2.7890000343322754,19.70893879815668,2016-04-29,2.690999984741211,-3.5138059657473972,10
UAL,2016-05-06,45.70000076293945,16.49426205624668,2016-05-12,43.77999877929688,-4.201317180720054,6
PODD,2016-05-13,26.88999938964844,18.54263725979561,2016-05-17,27.100000381469727,0.7809631706504515,4
TSLA,2016-05-18,14.07800006866455,15.064708976224761,2016-05-26,15.008000373840332,6.606054131551101,8
RF,2016-06-28,5.956482887268066,15.597633887959383,2016-07-05,5.804495334625244,-2.5516324905036565,7
WDC,2016-08-02,29.978296279907227,12.730198256066991,2016-08-10,28.72725296020508,-4.173163504760773,8
BMY,2016-08-17,42.95605850219727,18.584764896503724,2016-08-30,42.1750373840332,-1.8181861776822916,13
NEM,2016-09-01,31.18610954284668,12.974982006988098,2016-09-02,32.04821014404297,2.7643736709506737,1
VTRS,2016-09-06,33.78602600097656,14.195788130346305,2016-09-23,35.17426681518555,4.108920102556182,17
DVN,2016-09-27,27.41772079467773,12.678799860828821,2016-09-28,29.70372772216797,8.337698616925127,1
ENPH,2016-09-29,1.2000000476837158,25.31083599700819,2016-10-07,1.159999966621399,-3.3333399560713786,8
CTRA,2016-10-26,15.526800155639648,12.52216604377097,2016-10-28,15.22264003753662,-1.9589362589467734,2
NWSA,2016-11-01,10.879839897155762,13.02854636343677,2016-11-08,10.518681526184082,-3.319519169267323,7
ZBH,2016-11-09,91.99535369873048,15.60288819961572,2016-11-11,88.74535369873047,-3.5327871129701016,2
CPAY,2016-11-14,143.1999969482422,14.95484241061685,2016-12-01,145.47000122070312,1.5851985480707806,17
