Ticker,Buy Date,Buy Price,Pct Below 100MA at Buy (%),Sell Date,Sell Price,Pct Gain (%),Holding Days
SNPS,2024-01-05,484.80999755859375,12.779740016393552,2024-01-08,499.9800109863281,3.1290636546538915,3
ES,2024-01-23,49.23104095458984,13.21006938230295,2024-02-05,49.98514938354492,1.5317742918551458,13
CHRW,2024-02-08,71.73269653320312,12.46751939785115,2024-02-16,69.41718292236328,-3.227975139297956,8
AKAM,2024-02-22,106.9499969482422,13.464064106064436,2024-03-14,108.9499969482422,1.870032778933026,21
LW,2024-04-09,77.69096374511719,19.72677461292988,2024-04-26,80.98442840576172,4.239186260386071,17
ODFL,2024-05-01,181.1522521972656,15.58062961697306,2024-05-20,177.6580352783203,-1.9288840610936813,19
ALGN,2024-05-23,252.38999938964844,13.252016036451408,2024-06-04,248.91000366210935,-1.3788168057192125,12
PAYC,2024-06-06,144.21566772460938,14.925635885981533,2024-06-13,139.98599243164062,-2.932881953606894,7
ALB,2024-06-21,92.72737884521484,20.21368797112982,2024-06-25,90.8759536743164,-1.996632703259011,4
ALB,2024-06-26,98.2326202392578,12.628023564837962,2024-06-27,94.30450439453124,-3.998789643561524,1
FSLR,2024-07-03,231.1100006103516,17.03638614060001,2024-07-05,222.1199951171875,-3.8899249142927057,2
DPZ,2024-07-22,409.39849853515625,17.719931472903188,2024-08-07,421.2406005859375,2.892561182601488,16
INTC,2024-08-08,20.489999771118164,31.786738311797446,2024-08-09,19.709999084472656,-3.806738386327187,1
COIN,2024-09-09,155.0500030517578,19.96380564446596,2024-09-26,179.92999267578125,16.04642962549195,17
UHS,2024-10-08,211.8235321044922,12.820851330711886,2024-10-09,212.2721099853516,0.21176961615299697,1
ENPH,2024-10-21,90.41999816894533,16.227016201440694,2024-10-23,78.47000122070312,-13.216099524702733,2
ELV,2024-10-24,413.7659912109375,15.915316406767479,2024-10-29,405.402587890625,-2.0212882397211915,5
BLDR,2024-11-04,172.42999267578125,12.315367913479824,2024-11-05,180.9900054931641,4.964340996915871,1
EL,2024-11-07,65.34488677978516,22.580260945722507,2024-11-08,62.969970703125,-3.634432919998342,1
MTCH,2024-11-11,31.377723693847656,14.793849501918368,2024-11-12,30.33638381958008,-3.3187234498841414,1
REGN,2024-11-15,754.7236938476562,12.987150759342631,2024-11-22,735.965576171875,-2.485428485774775,7
MKTX,2024-12-12,234.48208618164065,12.755597859791603,2024-12-19,226.83840942382807,-3.2598126715281097,7
WDC,2024-12-20,45.44819641113281,12.452830992726186,2024-12-30,44.98043823242188,-1.0292117523861741,10
