Ticker,Buy Date,Buy Price,Pct Below 100MA at Buy (%),Sell Date,Sell Price,Pct Gain (%),Holding Days
DELL,2018-02-02,18.30556869506836,15.561338528582096,2018-02-05,17.448389053344727,-4.682616836452411,3
PHM,2018-02-06,27.702911376953125,13.559153280277764,2018-02-08,26.33429718017578,-4.940326228368671,2
CSX,2018-02-09,15.35232925415039,12.093694505879226,2018-02-14,16.637470245361328,8.370983776702868,5
EXPE,2018-02-15,99.20521545410156,17.066468497603626,2018-03-06,105.39645385742188,6.240839632251754,19
CI,2018-03-14,154.23348999023438,13.73745032755948,2018-04-13,158.64198303222656,2.8583241177200365,30
URI,2018-05-01,144.5425262451172,13.709792249626144,2018-05-10,161.7740478515625,11.921419982119216,9
FSLR,2018-06-12,53.84999847412109,20.452599079232343,2018-06-15,51.060001373291016,-5.1810532588424705,3
IR,2018-06-21,27.7922420501709,13.279488425460952,2018-07-06,28.230224609375,1.5759166115977619,15
AVGO,2018-07-17,17.012840270996094,17.112369970808466,2018-08-01,17.706226348876953,4.075663245148789,15
SMCI,2018-08-02,2.1700000762939453,13.744999847259432,2018-08-03,2.0999999046325684,-3.225814248860645,1
SMCI,2018-08-06,2.1050000190734863,14.980193381952612,2018-08-07,2.025000095367432,-3.800471400530729,1
SMCI,2018-08-16,1.9149999618530276,15.53885085485417,2018-08-21,1.8350000381469729,-4.177541791104982,5
CPRT,2018-10-03,13.1899995803833,13.15672560465794,2018-10-10,12.489999771118164,-5.307049518835502,7
AOS,2018-10-11,42.07621383666992,13.638506710724895,2018-10-18,40.82807540893555,-2.966375331628835,7
POOL,2018-10-19,131.1170654296875,13.456405669244711,2018-11-08,138.80572509765625,5.863965642284643,20
GE,2018-11-09,39.87201690673828,23.605193783819963,2018-11-12,37.13023376464844,-6.876459619544575,3
BKR,2018-11-13,19.50248336791992,15.165148763852235,2018-11-20,18.50737571716309,-5.102466347407347,7
ROST,2018-11-26,75.70677947998047,17.539217025710837,2018-12-03,79.28026580810547,4.720166876296667,7
FDX,2018-12-13,166.79080200195312,12.026217393346963,2018-12-19,144.8080291748047,-13.179847187790978,6
RF,2018-12-20,9.901039123535156,12.090955711283614,2018-12-31,10.261489868164062,3.6405344947289495,11
